peer_id,sector,sub_sector,employees,building_area_sqm,annual_revenue_cr,region,daily_co2e_kg,energy_intensity,renewable_percentage,has_certification,efficiency_score
P00308,FoodProcessing,Bakery,145,7001,58.0,South,4338.1,63.5,39.2,False,80.0
P00309,FoodProcessing,Grain,309,5226,77.5,South,10290.3,61.5,35.4,True,63.9
P00310,Retail,Furniture,314,6911,70.0,North,5080.3,48.2,5.1,True,79.8
P00311,Logistics,LastMile,151,5157,41.1,East,2886.1,77.1,0.6,True,72.4
P00312,Retail,DepartmentStore,243,6428,74.6,West,4554.8,64.3,20.5,False,74.7
P00313,Warehousing,CrossDock,238,12096,45.2,East,5261.0,80.9,15.0,False,67.5
P00314,IT Services,Cloud,100,8126,38.5,East,897.2,76.1,3.8,True,69.2
P00315,Manufacturing,Chemical,254,6557,78.4,North,8538.8,44.1,26.8,False,67.5
P00316,FoodProcessing,Beverages,269,3042,89.2,West,8121.9,73.8,26.2,False,68.4
P00317,FoodProcessing,Grain,336,9997,42.1,South,6783.0,47.0,24.0,False,83.6
P00318,Logistics,AirCargo,304,12782,19.6,South,6563.2,88.4,26.4,False,65.9
P00319,Logistics,Courier,243,4390,94.0,North,2969.0,47.4,27.8,True,86.2
P00320,Warehousing,Ecommerce,491,9266,82.3,South,12516.0,85.3,29.9,True,67.2
P00321,Manufacturing,Pharma,409,8899,25.1,Central,10903.8,56.0,35.9,False,74.4
P00322,FoodProcessing,Grain,262,2478,81.5,South,8946.4,55.7,38.4,False,45.7
P00323,FoodProcessing,Beverages,418,14434,8.9,East,5803.6,68.3,0.2,False,83.3
P00324,FoodProcessing,Grain,142,12726,58.5,Central,4588.3,49.9,23.9,False,54.3
P00325,Logistics,Shipping,201,3362,22.0,West,6388.7,73.6,2.1,False,64.4
P00326,Retail,Electronics,380,14906,92.6,South,5029.9,98.3,2.8,False,74.7
P00327,Manufacturing,Plastics,197,1778,21.2,West,5484.9,96.7,2.4,False,66.6
P00328,Manufacturing,Plastics,47,306,84.0,East,935.0,45.0,22.9,True,92.7
P00329,Warehousing,AutomotiveParts,79,8235,10.4,South,1644.9,50.0,36.6,False,61.6
P00330,Logistics,Courier,11,1075,86.4,East,265.0,53.6,32.1,False,72.3
P00331,Warehousing,CrossDock,469,14162,60.7,South,12524.0,43.3,13.9,False,66.4
P00332,Warehousing,Logistics,68,7053,93.9,North,958.0,48.7,9.2,False,67.8
P00333,Logistics,Shipping,275,6728,53.5,West,5853.0,49.3,0.8,False,70.7
P00334,Warehousing,Logistics,129,1136,7.2,West,2335.9,57.3,34.6,True,62.8
P00335,Logistics,Shipping,480,3473,80.6,East,11221.1,44.4,25.0,True,62.9
P00336,Logistics,Trucking,251,2882,31.3,North,4409.4,72.3,26.7,False,67.3
P00337,Retail,Pharmacy,36,2540,94.1,North,497.2,77.6,22.4,False,68.1
P00338,Warehousing,Ecommerce,231,4243,41.3,North,4644.1,43.2,7.9,False,64.1
P00339,FoodProcessing,Snacks,81,13404,51.8,East,2328.1,95.6,29.7,True,77.0
P00340,Logistics,AirCargo,226,5670,22.7,Central,4811.5,95.3,38.8,False,64.5
P00341,Manufacturing,Metal,398,4582,89.5,East,15234.9,56.9,39.5,True,56.3
P00342,Logistics,LastMile,88,3658,59.3,South,2396.3,38.5,15.1,True,71.8
P00343,Warehousing,Logistics,403,2096,10.3,North,7045.4,53.9,8.3,True,63.6
P00344,IT Services,SaaS,160,5692,70.5,Central,1949.0,80.8,37.4,False,62.7
P00345,Logistics,Courier,273,13582,4.0,South,5138.5,75.0,36.4,False,68.9
P00346,FoodProcessing,Meat,317,14743,92.9,North,5526.3,65.3,30.9,False,79.3
P00347,IT Services,Cybersecurity,325,14542,80.3,West,3077.9,85.2,9.5,False,56.2
P00348,FoodProcessing,Snacks,106,8200,75.2,South,1751.2,62.2,11.7,True,75.6
P00349,Retail,Electronics,277,9321,68.2,West,5987.2,92.5,29.6,True,61.2
P00350,IT Services,DataCenter,273,407,68.1,South,1312.3,86.6,11.1,True,86.2
P00351,IT Services,DataCenter,430,12597,99.2,North,5291.2,64.4,7.9,True,67.7
P00352,Warehousing,Ecommerce,29,7778,50.7,Central,606.6,83.8,30.2,False,63.2
P00353,IT Services,SaaS,446,3454,6.5,East,2882.5,92.5,35.8,False,85.9
P00354,Manufacturing,Metal,70,4865,94.1,North,2934.9,46.3,19.4,True,63.8
P00355,FoodProcessing,Bakery,370,5143,73.7,South,10683.5,58.1,1.8,True,70.5
P00356,Warehousing,Distribution,153,4159,87.4,South,4269.5,71.4,37.7,True,56.9
P00357,IT Services,SaaS,382,11600,8.5,Central,2952.6,49.7,35.8,False,74.2
P00358,Warehousing,Distribution,480,6351,11.2,East,8970.0,96.0,32.7,False,61.9
P00359,Manufacturing,Plastics,473,1819,35.4,South,9926.1,74.9,10.1,False,82.5
P00360,Logistics,Shipping,339,9524,8.6,Central,6137.7,38.4,22.3,True,69.9
P00361,Logistics,Trucking,266,12550,22.9,Central,9085.3,60.0,18.4,True,58.7
P00362,IT Services,DataCenter,474,8084,42.7,Central,4390.2,51.2,26.2,False,65.9
P00363,Warehousing,Logistics,18,9777,7.8,North,291.9,96.0,26.5,True,76.2
P00364,IT Services,DataCenter,167,8195,94.1,West,1405.2,93.5,38.5,False,69.4
P00365,Warehousing,CrossDock,132,10737,28.5,South,2247.8,36.9,36.3,True,70.6
P00366,Retail,Furniture,198,13698,10.5,Central,2601.3,38.3,18.6,False,71.0
P00367,FoodProcessing,Dairy,290,9773,32.2,East,6095.2,77.8,0.3,False,68.2
P00368,FoodProcessing,Snacks,8,3264,91.6,West,221.3,68.4,12.3,False,62.7
P00369,IT Services,FinTech,110,3822,71.6,East,610.3,48.7,34.3,False,84.0
P00370,IT Services,Cybersecurity,472,2297,78.5,North,4740.0,79.7,4.8,False,67.8
P00371,Retail,Electronics,179,13480,31.4,Central,873.8,46.1,16.7,False,93.2
P00372,Logistics,Shipping,498,13725,34.7,North,7234.0,50.3,33.2,False,68.7
P00373,Manufacturing,Metal,336,14556,42.5,South,3526.6,72.9,0.5,False,90.9
P00374,Retail,Furniture,337,14311,97.4,West,3008.8,52.6,36.2,False,84.7
P00375,Logistics,AirCargo,145,1889,17.2,West,2251.8,40.7,3.6,True,69.9
P00376,Logistics,LastMile,105,9217,28.7,West,3680.0,84.3,29.1,False,54.6
P00377,Logistics,AirCargo,465,4813,21.7,East,11908.6,82.7,13.9,False,64.7
P00378,Retail,Pharmacy,34,144,34.4,West,516.6,57.4,13.5,True,78.4
P00379,Manufacturing,Plastics,407,13961,24.8,East,15646.8,88.6,15.9,True,65.3
P00380,Logistics,Rail,282,10269,4.5,Central,5073.2,46.0,14.1,False,53.4
P00381,FoodProcessing,Grain,99,13592,77.0,East,1473.3,78.2,20.0,False,72.3
P00382,FoodProcessing,Beverages,399,986,10.9,North,9293.6,65.6,19.7,True,78.0
P00383,Warehousing,CrossDock,203,5605,60.6,South,2905.2,41.1,38.6,True,75.5
P00384,IT Services,Cloud,373,2329,60.7,East,3805.2,52.9,30.7,True,73.4
P00385,Warehousing,ColdStorage,337,1115,75.0,North,8731.5,37.9,29.4,True,62.9
P00386,Retail,Apparel,16,5643,13.5,South,270.5,89.7,19.3,False,67.9
P00387,IT Services,DataCenter,412,14425,30.3,West,2856.1,92.9,23.1,False,68.7
P00388,FoodProcessing,Bakery,150,10043,34.8,Central,2707.3,81.5,11.7,False,75.2
P00389,FoodProcessing,Meat,100,11280,68.3,North,1633.0,52.7,8.7,False,72.1
P00390,IT Services,Cybersecurity,404,13748,66.8,West,1577.1,41.1,33.3,False,86.9
P00391,Retail,Pharmacy,287,471,64.8,Central,3708.4,35.9,12.9,False,72.3
P00392,Logistics,Courier,255,7991,57.0,Central,4530.5,59.7,24.3,False,76.6
P00393,Manufacturing,Plastics,216,14266,9.0,North,3582.8,92.9,18.6,True,75.0
P00394,FoodProcessing,Dairy,198,12288,86.1,North,6176.1,83.0,26.7,True,61.5
P00395,Warehousing,CrossDock,77,14090,87.4,West,2376.7,47.1,1.0,True,56.8
P00396,Warehousing,Ecommerce,369,12217,24.0,Central,8008.4,53.3,11.9,True,60.4
P00397,Manufacturing,Chemical,244,13962,97.6,East,4045.0,54.2,37.3,False,75.4
P00398,IT Services,Cybersecurity,234,13780,61.8,West,2704.3,76.7,18.6,True,60.9
P00399,Retail,DepartmentStore,431,11926,91.2,West,4958.5,60.7,30.3,False,83.8
P00400,IT Services,DataCenter,219,10768,12.9,North,2022.1,39.0,13.6,False,67.2
P00401,Logistics,Rail,277,11302,45.7,West,3335.5,92.4,16.6,False,70.2
P00402,FoodProcessing,Snacks,426,11450,42.1,West,7010.2,46.7,10.5,False,76.9
P00403,Retail,DepartmentStore,312,8964,13.6,East,3590.0,48.6,2.3,False,76.6
P00404,Logistics,Shipping,193,4486,12.5,North,3397.8,79.1,23.7,True,71.3
P00405,Warehousing,Fulfillment,20,11718,16.0,Central,447.0,96.1,30.2,False,48.3
P00406,Warehousing,AutomotiveParts,70,2255,91.7,East,745.9,79.1,12.9,False,75.4
P00407,Retail,Pharmacy,204,12027,41.1,West,5975.2,78.7,19.3,False,52.9
P00408,Logistics,Courier,427,1004,87.5,East,5179.9,36.6,4.7,True,88.8
P00409,IT Services,Cloud,426,5640,90.6,West,3304.9,48.0,10.6,False,75.5
P00410,Logistics,Shipping,387,2281,47.1,West,6676.0,91.3,6.6,False,72.1
P00411,IT Services,FinTech,269,9245,19.3,North,2906.1,69.0,9.1,False,65.8
P00412,FoodProcessing,Beverages,343,13165,21.0,East,6687.4,68.3,19.3,False,73.4
P00413,Retail,Furniture,183,12984,3.6,West,4199.0,48.1,10.3,True,75.8
P00414,Logistics,Shipping,282,11771,53.0,North,3331.2,64.5,18.1,False,81.9
P00415,Manufacturing,Textile,158,9809,52.3,West,4697.4,79.5,38.0,True,69.0
P00416,FoodProcessing,Beverages,150,11807,17.8,West,4008.6,61.9,26.1,False,69.1
P00417,Warehousing,AutomotiveParts,486,2131,95.7,North,11949.6,60.6,9.5,True,61.8
P00418,Logistics,Shipping,70,4141,55.1,South,1378.7,53.2,14.0,False,63.6
P00419,IT Services,FinTech,30,6993,96.2,Central,285.5,83.1,24.5,True,79.4
P00420,IT Services,Cloud,443,12095,42.6,West,6130.2,91.3,2.4,False,62.4
P00421,Retail,Electronics,130,1466,57.3,Central,2201.2,99.6,0.4,False,66.0
P00422,Logistics,LastMile,236,12472,99.2,South,4887.3,66.4,16.7,False,68.5
P00423,IT Services,Cloud,409,12700,20.7,North,2003.9,88.8,10.2,False,74.4
P00424,Warehousing,Distribution,141,4440,57.2,East,3500.0,66.7,5.3,True,69.2
P00425,FoodProcessing,Meat,32,7180,19.1,North,762.3,50.8,3.7,True,67.4
P00426,Retail,Electronics,359,1348,10.1,Central,5758.4,68.9,35.9,True,74.2
P00427,FoodProcessing,Dairy,130,12878,59.2,West,4639.8,74.8,11.8,True,55.0
P00428,Retail,Electronics,422,1971,20.7,North,4859.3,73.2,17.1,False,70.8
P00429,IT Services,FinTech,14,14977,71.8,South,108.1,74.3,15.5,False,72.1
P00430,FoodProcessing,Dairy,392,11572,3.0,South,16276.4,79.1,37.3,False,45.3
P00431,Retail,Pharmacy,12,166,5.9,North,155.5,49.3,5.5,False,66.3
P00432,FoodProcessing,Meat,78,7775,76.0,Central,1426.3,48.6,39.1,False,81.3
P00433,FoodProcessing,Snacks,183,2344,76.8,South,3650.6,82.4,23.0,True,76.0
P00434,Logistics,Rail,103,12981,21.5,South,2678.2,35.4,20.9,False,55.1
P00435,Manufacturing,Chemical,496,6426,15.2,North,13008.8,86.2,36.1,True,67.6
P00436,IT Services,Cloud,84,6838,87.7,West,1097.7,84.7,5.9,False,62.0
P00437,Logistics,LastMile,443,14260,67.3,North,6991.2,39.1,7.1,True,71.7
P00438,IT Services,Cloud,58,9499,24.3,Central,763.1,99.1,23.9,True,59.4
P00439,Logistics,AirCargo,383,12774,17.7,East,8453.9,90.2,15.3,True,68.7
P00440,IT Services,Cloud,421,8981,40.8,Central,2112.1,86.5,39.2,False,86.6
P00441,Logistics,Rail,274,546,70.9,West,5177.1,54.9,13.0,True,73.7
P00442,IT Services,FinTech,296,10586,27.8,South,3114.3,44.1,0.4,False,58.9
P00443,Manufacturing,Automotive,338,9180,18.0,West,6572.4,42.9,16.6,True,64.8
P00444,IT Services,Cybersecurity,213,13768,66.7,South,1117.8,86.0,7.8,False,90.4
P00445,Retail,Apparel,277,13235,26.4,East,3534.1,73.7,39.8,False,77.6
P00446,Warehousing,Distribution,169,13899,48.4,North,3447.3,88.4,30.1,False,79.2
P00447,Manufacturing,Automotive,387,6340,70.9,North,5914.2,83.4,28.4,True,74.0
P00448,Warehousing,Fulfillment,91,6101,19.8,South,2093.0,57.2,17.8,False,68.5
P00449,Retail,Apparel,411,11545,2.0,South,7046.5,66.4,39.5,False,79.1
P00450,Logistics,Shipping,72,6737,40.5,North,1449.0,90.8,13.0,False,76.4
P00451,IT Services,Cybersecurity,476,13822,1.1,West,2642.0,39.4,7.5,False,74.0
P00452,Warehousing,Distribution,26,12846,90.6,Central,191.2,97.0,2.4,True,85.1
P00453,Manufacturing,Metal,211,1233,91.7,North,3990.6,36.3,30.4,True,82.3
P00454,FoodProcessing,Grain,325,278,48.2,Central,6322.3,66.4,8.5,True,76.9
P00455,Warehousing,ColdStorage,277,12252,80.5,East,5626.6,92.1,38.1,False,70.8
P00456,IT Services,Cloud,438,8416,45.3,South,4177.9,78.1,4.7,False,71.5
P00457,IT Services,Cloud,101,5498,95.1,Central,967.3,82.8,28.0,False,71.0
P00458,IT Services,Software,321,1690,83.1,Central,4546.6,66.1,30.7,False,53.0
P00459,FoodProcessing,Bakery,173,2828,91.8,North,5263.1,39.5,13.4,True,72.2
P00460,Logistics,Shipping,230,8961,81.6,South,3137.4,50.4,12.0,False,75.7
P00461,Manufacturing,Plastics,288,5940,20.1,East,3360.5,68.6,16.5,True,75.0
P00462,Warehousing,AutomotiveParts,485,6958,6.5,South,5886.3,40.2,5.9,True,83.4
P00463,Manufacturing,Pharma,134,5571,48.9,North,4273.2,45.5,38.6,True,69.1
P00464,IT Services,SaaS,406,13082,29.0,Central,2974.0,48.1,35.6,True,82.3
P00465,Warehousing,ColdStorage,408,7643,60.1,East,6413.3,83.4,36.8,False,63.5
P00466,Retail,DepartmentStore,437,6581,83.1,West,3209.5,55.3,29.0,False,86.0
P00467,Retail,Electronics,360,8152,60.5,West,4163.5,83.4,17.8,True,55.7
P00468,Logistics,Shipping,491,13247,62.3,Central,13702.4,42.3,23.9,False,53.0
P00469,Manufacturing,Pharma,67,3110,96.8,West,1810.3,69.1,28.3,True,63.7
P00470,Retail,Furniture,153,7167,43.4,South,1307.0,44.0,29.5,False,74.5
P00471,Logistics,Rail,300,7589,85.7,West,4738.4,68.5,19.9,True,79.2
P00472,Retail,Furniture,127,5465,60.1,West,1834.4,57.1,34.8,True,62.5
P00473,IT Services,SaaS,147,12579,82.9,East,1230.7,44.1,11.5,False,67.2
P00474,FoodProcessing,Dairy,426,8107,92.9,East,6853.3,80.3,7.7,True,82.0
P00475,Retail,Apparel,126,2036,13.0,South,1974.7,74.0,6.7,False,58.2
P00476,Logistics,Trucking,342,2344,13.3,West,6653.8,56.3,19.5,True,64.1
P00477,Warehousing,Logistics,12,1774,14.5,South,247.0,85.3,15.4,False,66.8
P00478,Logistics,Shipping,346,3832,14.5,Central,5366.7,89.4,34.5,True,77.4
P00479,Retail,DepartmentStore,394,1780,62.7,South,5809.5,56.9,7.2,True,69.1
P00480,Manufacturing,Electronics,444,2879,11.5,South,8916.8,67.8,30.7,True,76.8
P00481,Retail,Apparel,283,837,40.8,East,2348.2,70.6,37.8,True,78.2
P00482,Manufacturing,Pharma,88,3974,86.2,South,2965.9,75.1,35.4,True,53.9
P00483,Warehousing,Logistics,198,3357,56.9,East,2173.8,90.1,27.4,True,84.4
P00484,Retail,Electronics,144,4987,42.5,North,1028.6,55.6,8.8,False,80.1
P00485,Retail,Grocery,390,11310,74.6,West,7823.1,35.7,15.8,False,62.0
P00486,Warehousing,Ecommerce,333,10883,16.9,West,4952.4,52.7,12.6,False,81.1
P00487,Warehousing,Distribution,345,11049,47.9,West,5700.5,56.2,18.7,True,59.2
P00488,IT Services,FinTech,155,2782,21.1,Central,1302.1,36.4,1.4,False,80.4
P00489,FoodProcessing,Dairy,13,10863,40.9,West,322.3,98.5,7.5,False,67.4
P00490,FoodProcessing,Bakery,46,8713,28.3,East,1674.8,95.4,8.2,False,55.6
P00491,Logistics,LastMile,87,4377,29.0,Central,3292.7,59.5,32.1,False,64.3
P00492,FoodProcessing,Grain,431,4102,54.7,South,7410.8,66.8,5.3,True,84.0
P00493,Warehousing,ColdStorage,120,11432,29.6,West,2524.8,97.0,34.6,False,53.2
P00494,Logistics,Shipping,450,6537,79.8,North,9870.2,51.7,37.4,True,69.5
P00495,Logistics,Rail,102,4122,91.1,East,3054.2,91.2,18.3,False,73.6
P00496,Warehousing,AutomotiveParts,199,7097,86.5,West,3830.9,45.3,2.5,False,67.2
P00497,FoodProcessing,Grain,41,4528,65.4,North,706.1,81.5,38.9,True,80.7
P00498,Manufacturing,Chemical,72,7774,94.1,Central,1662.0,64.9,28.4,False,79.7
P00499,IT Services,SaaS,96,980,28.9,North,896.4,62.8,1.1,False,65.2
P00500,Manufacturing,Pharma,450,6464,79.4,North,18062.4,66.7,37.8,True,63.4
